id,name,address,type
254174,Workshop 4200,4200 W Diversey,Other
254181,International House,1414 E. 59th Street,Residence Hall/Dormitory
254225,Ray and Joan Kroc Corps Community Center,1250 W. 119th St.,Fitness Center/Health Club/Gym
254226,Oakdale Terrace,525 W. Oakdale Ave.,Multifamily Housing
254227,Red Shield Center,945 W. 69th St.,Mixed Use Property
254246,North Washington Park Manor,550 E 50th Place,Multifamily Housing
254260,,513 W Fullerton Pkwy,Senior Care Community
254261,Roscoe Village,1800 West Roscoe,Multifamily Housing
254262,Sunnycourt Condominiums,906-934 W Sunnyside,Multifamily Housing
254296,Brompton,534-552 West Brompton,Multifamily Housing
254309,Old Town Midrise Condo,343 W Old Town Court,Multifamily Housing
254316,Chicago-North,2544 West Montrose Ave,Other - Specialty Hospital
254317,Buck City Lofts,1740 N Maplewood Ave,Multifamily Housing
254327,3125 W Fullerton,3125 W Fullerton Avenue,Multifamily Housing
254329,901 S Plymouth,901 South Plymouth Court,Multifamily Housing
254342,3110 Sheridan Condominiums,3110 N Sheridan Rd,Multifamily Housing
254343,Apex Condominium,859 W Erie,Multifamily Housing
254344,Alden Estate of Northmoor,5831 N Northwest Hwy,Senior Living Community
254345,Alden Princeton Rehab & Health Care Center,255 W 69th St,Senior Living Community
254347,New Malcolm X College,1900 W Jackson Blvd,College/University
254348,1000 S Clark (ks50),1000 S Clark St,Multifamily Housing
254349,CA Condos on Adams,1116 S. Adams St.,Multifamily Housing
254351,Reside on Jackson,1241 &Amp; 1245 W. Jackson,Multifamily Housing
254352,Fourth Presbyterian Church of Chicago,126 E Chestnut St,Worship Facility
254353,Kingsbury Center,1415-1435 N Kingsbury,Strip Mall
254355,Schreiber Center- ID#254355,16 E Pearson St,College/University
254356,Danny Cerero,161 W 9th St,K-12 School
254357,The Resurrection Project - Casa Oueretaro,2012 W 17th St,Multifamily Housing
254359,"Jarla, LLC",1825 W. Webster Ave.,Other - Recreation
254360,Lycee Francais de Chicago,1929 W WILSON AVE,K-12 School
254361,MILA,200 N Michigan Ave,Multifamily Housing
254362,2501 N Elston Avenue,2501 N Elston Avenue,Vehicle Dealership
254364,HYP-Loop-Chicago,28 N. Franklin St.,Hotel
254365,Wolf Point West,343 W. Wolf Point Plaza,Multifamily Housing
254368,AbilityLab,355 E. Erie Ave,Outpatient Rehabilitation/Physical Therapy
254369,UCAN Therapeutic Youth Home,3640 West Fillmore Street,Other - Education
254370,Mercy Circle,3659 W 99TH ST,Residential Care Facility
254371,Park Boulevard IIB,3720 S. Dearborn Street,Multifamily Housing
254372,Lawndale Christian Health and Fitness Center,3748 W Ogden Avenue,Mixed Use Property
254373,North & Pulaski,3949 W North Ave,Multifamily Housing
254374,G&A Senior Residence at Kedzie,4054 N Kedzie,Multifamily Housing
254375,Pulaski Promenade,4064-4200 South Pulaski Road,Strip Mall
254377,Cicero & George,4800 W. George St.,Multifamily Housing
254378,2019 - 4820 N Kedzie Ave,4820 N KEDZIE AVE,Senior Living Community
254379,City Hyde Park,5105 S Harper Ave,Multifamily Housing
254381,Campus North Residential Commons,5500 South University Ave,Residence Hall/Dormitory
254382,William Eckhardt Research Center (ERC),5640 S. Ellis Ave.,Laboratory
254384,Leslie Shankman School Corporation Building,6245 South Ingleside,K-12 School
254385,St. Bernard Ambulatory Care Center,6307 S. Stewart Ave,Medical Office
254386,Halas Recreation Center- ID# 254386,6458 N Winthrop Ave,College/University
254387,The Hensley,707 N Wells,Multifamily Housing
254388,Eight O Five (gh04),805 N Lasalle Dr.,Multifamily Housing
254389,Freedom Center,825 N. Christiana,Residence Hall/Dormitory
254409,Haberdasher SOuare Lofts,728 W Jackson Blvd,Multifamily Housing
254512,NEXT - CO (nx04),347 W Chestnut St,Multifamily Housing
254513,Xavier,625 W. Division St.,Multifamily Housing
254514,"Willow SOuare (Bldg. 4) (2012 W. St. Paul,)","2012 W. St. Paul,",Multifamily Housing
254527,Strand Apartments,6321 S Cottage Grove Ave,Multifamily Housing
254534,Prairie District Lofts Condominium Association,1727 S Indiana Ave,Multifamily Housing
254535,Niche 905,905 N Orleans,Multifamily Housing
254536,Optima Signature,220 E Illinois St,Multifamily Housing
254539,Glen Lake I Condominium Association,6400 W Berteau,Multifamily Housing
254564,Irving Park Condominium,6530 W Irving Park Rd,Multifamily Housing
254567,Moment,545 N. Mcclurg Ct.,Multifamily Housing
254568,Madison Aberdeen,20 22 N Aberdeen St,Multifamily Housing
254569,Aurelién (au111),833 N Clark St.,Multifamily Housing
254570,Sherwin Sheridan LLC,7347-65 Sheridan Rd,Multifamily Housing
254571,Wicker Park Connection,1664 W Division,Multifamily Housing
254572,Carriage House (gc09),1545 S State St,Multifamily Housing
254573,3755 at Oakwood Shores (Oakwood Shores 2C),3753-3755 S. Cottage Grove,Multifamily Housing
254616,333 N. Green,333 N. Green,Office
254975,Sedgwick at Locust,367 W. Locust St.,Multifamily Housing
254976,Gallery on Wells,637 N. Wells Street,Multifamily Housing
254977,10643 - LVW  Lakeview,3201 North Ashland Avenue,Supermarket/Grocery Store
254978,Cubs Office Building,1101 West Waveland Ave,Office
254981,MiCA,North Tower: 2733 W Belden Ave,Multifamily Housing
254984,THC 1333 S. Wabash LLC,1333 S Wabash Ave,Multifamily Housing
254987,,1325 N WELLS ST,Multifamily Housing
254989,Holtschneider Performance Center,2330 N. Halstead St.,Performing Arts
254993,400 West Huron Condominium Association,400 W Huron St,Multifamily Housing
254994,N. Jefferson Chicago West Loop Hotel,118 N Jefferson St,Hotel
254995,4 East Elm,4 East Elm Street,Multifamily Housing
254996,Fletcher Jones Chicago Service (Audi),1521 W NORTH AVE,Automobile Dealership
254997,Linkt Apartments,830 North Milwaukee,Multifamily Housing
254998,Exhibit on Superior,165 W. Superior St.,Multifamily Housing
254999,2950 North Sheridan,2950 North Sheridan,Multifamily Housing
255002,53100539 -- Chicago,3857 South Dr. Martin Luther King Jr. Drive,Supermarket/Grocery Store
255003,2211 N Milwaukee (ll036),2211 N Milwaukee Ave,Multifamily Housing
255004,Ed Kaplan Family Institute for Innovation and Tech Entrepreneurship,3137 S FEDERAL ST,College/University
255005,Luxe on Chicago - CO (lx016),1838 W Chicago Ave,Multifamily Housing
255006,Wells Place Apartments (wl272),839 S Wells St,Multifamily Housing
255008,3030 North Broadway  BU #21190,3030 North Broadway,Enclosed Mall
255009,Onni Hudson LP,750 N. Hudson Ave.,Multifamily Housing
255010,Fletcher Jones Audi,949 N ELSTON AVE,Automobile Dealership
255011,Hampton Inn Chicago North/Loyola Station,1209 W Albion,Hotel
255012,Vue53,1330 E. 53rd Street,Multifamily Housing
255013,504 N. Green St.,504 N GREEN ST,Multifamily Housing
255014,Smashotels Chicago LLC,228 E. Ontario St.,Hotel
255015,Parker at Fulton Market,730 W Couch Pl,Multifamily Housing
255016,Montclare Senior Residences SLF of Lawndale LLC,4339 W. 18th Place,Senior Living Community
255017,Midway Pointe Senior Residences,5011 W 47TH ST,Multifamily Housing
255020,Onni 311 N Morgan LLC dba The Emily Hotel,311 N Morgan St,Hotel
255021,Legacy Charter School,3300 W OGDEN AVE,K-12 School
255022,505 N. Green St.,505 North Green Street,Multifamily Housing
255023,Clybourn 1200,454 W Division St,Multifamily Housing
255024,Mode Logan SOuare (mo179),1950 N Campbell Ave,Multifamily Housing
255026,Lakeview 3200 Apartments,3218 N. Clark Street,Multifamily Housing
255027,"The Cooper (th110, co020)",720 South Wells Street,Multifamily Housing
255028,1001 S State (ss098),1001 S State Street,Multifamily Housing
255083,EMME Chicago - CO (mz16),165 N Desplaines St,Multifamily Housing
255092,Schiff Residence,1244 N Clybourn,Multifamily Housing
255147,American Red Cross Greater Chicago,2200 W Harrison St,Office
255148,Gill Park Cooperative,810 W. Grace,Multifamily Housing
255149,Lincoln Village 2,6135-6199 North Lincoln,Strip Mall
255150,Kedzie Plaza,4756-4770 South Kedzie Avenue,Strip Mall
255165,The Elle (lz28),801 S. Financial Place,Multifamily Housing
255190,Wicker Park - 1241 N Milwaukee,1241 North Milwaukee Avenue,Multifamily Housing
255191,Culver,1025 East 57th Street,Laboratory
255504,601 West Polk,601 W Polk St,Data Center
255740,The Van Buren _CO (th202),808 W Van Buren St,Multifamily Housing
255743,Burnham Pointe,730 S Clark St,Multifamily Housing
255756,ASPIRA Business and Finance High School,2989 N Milwaukee Ave,K-12 School
255757,Viceroy Chicago,1118 N State Street,Hotel
255783,4631,4631-37 S. Lake Park,Multifamily Housing
255791,The Renaissance at Southshore / Symphony South Shore LLC,2425 E 71st St,Senior Living Community
255919,412 N Wells,412 N Wells St.,Office
255920,The Western,"1912, 1914, & 1920 N Milwaukee Ave",Multifamily Housing
255921,"MLK Medical Properties, LLC",2535 South King Drive,Medical Office
255922,1550 N Wieland (Chicago) Manager LLC,1550 N Wieland St,Multifamily Housing
255923,,1636 W Adams St,Multifamily Housing
255924,325 S. Paulina St. (Teamsters Local 705),325 S. Paulina St.,Office
255925,1955 North Richmond Street,1955 North Richmond Street,Multifamily Housing
255927,Kedzie Property,4447 N Kedzie,Multifamily Housing
255928,Choxy LLC,530 N Lasalle Dr,Hotel
255929,Mansueto High School,2911 W 47th St,K-12 School
255930,811 W Fulton,803 W Fulton Market,Office
255932,,33 S Ashland Ave,Multifamily Housing
255933,9 WEST WALTON CONDOMINIUM ASSOCIATION,9 W Walton,Multifamily Housing
255934,Monroe Aberdeen Place (mn147),1050 W Monroe St,Multifamily Housing
255935,Woodlawn Station,6253 S Cottage Grove Avenue,Multifamily Housing
255936,MARLOWE,169 West Huron St,Multifamily Housing
255937,710 W. Grand Apartments,710 W. Grand,Multifamily Housing
255940,1767 North Milwaukee Avenue,1767 North Milwaukee Avenue,Multifamily Housing
255941,Fifth Third Arena,1801 W. Jackson Blvd.,Ice/Curling Rink
255942,Viridian on Sheridan (vr033),734 W Sheridan Rd,Multifamily Housing
255943,Wicker Park Connection - 1640 W Division,1640 W Division,Multifamily Housing
255944,Aloft Chicago Mag Mile,243 E. Ontario Street,Hotel
255945,Eleven40 (lv002),1140 S Wabash Ave,Multifamily Housing
255946,Aberdeen,171 N. Aberdeen St,Mixed Use Property
255947,CA Washington,27 N. Aberdeen Street,Multifamily Housing
255948,Spoke Chicago (ks59),728-738 North Morgan Street,Multifamily Housing
255949,Hotel Zachary,3630 N. Clark St.,Hotel
255951,The Professional Building (Central Campus Health Center),1950 W. Polk St.,Office
255952,221 W Hubbard,221 W Hubbard St,Multifamily Housing
255953,311 W. Illinois,311 W. Illinois Street,Multifamily Housing
255954,Elevate Lincoln Park _ CO (lv008),930 W Altgeld St,Multifamily Housing
255955,Landmark West Loop,1035 W Van Buren Street,Multifamily Housing
255956,465 N. Park (Brightly),465 N. Park Drive,Multifamily Housing
255957,Old Town Park 1,1140 N Wells St,Multifamily Housing
255958,,625 W Adams St,Office
255965,5430 N. Sheridan Condo (5430 N. Sheridan Road),5430 N. Sheridan Road,Multifamily Housing
255967,The Buyer's Market Incorporated,4545 W. Division St.,Enclosed Mall
255970,The Hayden,1109 W Washington Blvd,Multifamily Housing
255977,3905 N Western,3905-29 N. Western Ave.,Multifamily Housing
256076,Left Bank at K Station (lf69) (fb17),300 N Canal St,Multifamily Housing
256077,Thornwood House Apartments (University Park),1 Thornwood Drive,Multifamily Housing
256079,Oakwood Shores 2B & 2D,3859 S. Vincennes Avenue,Multifamily Housing
256080,Oakwood Shores 2D,3744-54 S ELLIS AVE,Multifamily Housing
256081,Madden Wells Ph 1B,743 East 38th St,Multifamily Housing
256124,"1515 W Webster, LLC",1515 W Webster Avenue,Office
256125,Arlo Chicago,"168 N Michigan Ave , Arlo Chicago",Hotel
256247,63029-Sunrise of Lincoln Park,2710 North Clark St,Senior Living Community
256248,The Sinclair (nl97) (sz63),1201 North Lasalle Street,Multifamily Housing
256249,110 NC LLC,110 N Carpenter,Office
256250,Balmoral Plaza Condominium,2606-2610 W Balmoral Ave,Multifamily Housing
256263,Fulton West,1330 W. Fulton Street,Office
256264,Michigan Avenue Gardens,1808 S Michigan,Multifamily Housing
256405,8846,303 E Superior St,Laboratory
256406,8816,375 E Chicago Ave,College/University
256407,8795,340 E Superior St,College/University
256408,8794,320 E Superior St,Laboratory
256409,8793,310 E Superior St,College/University
256410,8791,300 E Superior St,Laboratory
256411,8792,303 E Chicago Ave,Laboratory
256419,Crown Hall,3360 S State Street,College/University
256420,John T. Rettaliata Engineering Center,10 W 32nd Street,College/University
256421,Pritzker Science Center,3105 S Dearborn St,College/University
256423,Perlstein Hall,10 W 33rd Street,College/University
256424,Stuart Building,10 W 31st Street,College/University
256425,Wishnick Hall,3255 S Dearborn Street,College/University
256426,Galvin Library,35 W 33rd Street,College/University
256427,Herman Hall,3241 S Federal Street,College/University
256428,McCormick Tribune Campus Center (MTCC),3201 S State Street,College/University
256429,Carmen Hall,60 E 32nd Street,Residence Hall/Dormitory
256431,Gunsaulus Hall,3140 S Michigan Avenue,Residence Hall/Dormitory
256433,Siegel Hall,3301 S State Street,College/University
256434,Keating Hall,3040 S Wabash Avenue,College/University
256435,Incubator Building,55 W 34th Street,College/University
256436,Tech Central,3424 S State Street,College/University
256437,Tech South,3450 S State Street,College/University
256438,Tech Business Center,3440 S Dearborn Street,College/University
256439,Life Sciences Research Building,35 W 34th Street,College/University
256440,IIT Research Tower,10 W 35th Street,College/University
256457,Lathrop - S101,2737 N Hoyne Avenue,Multifamily Housing
256489,640 North Wells,640 North Wells St.,Multifamily Housing
256490,5427 N. Broadway (nb003),5427 N Broadway St,Multifamily Housing
256500,Physics Research Center (PRC),933 East 56th Street,Laboratory
256501,1117-37 W Monroe,1117-1137 W Monroe,Multifamily Housing
256502,Breckinridge House,1442 E. 59th Street,Residence Hall/Dormitory
256529,Sophy Hotel,1411 E 53rd Street,Hotel
256530,Solstice on the Park,1616 E 56th St,Multifamily Housing
256531,The Mason (ms015),180 N. Ada Street,Multifamily Housing
256532,Addison & Clark (dd020),1025 W Addison St,Multifamily Housing
256534,Eight Eleven Uptown (gh000),811 W Agatite Avenue,Multifamily Housing
256536,61 E Banks,61 E Banks,Multifamily Housing
256537,The Residences at the Eagle Building,3817-45 N Broadway,Multifamily Housing
256538,Noca Blu,2340 N California Ave,Multifamily Housing
256539,210 North Carpenter,210 N. Carpenter St.,Office
256540,Hiltons at McCormick Place,"123 East Cermak, Suite 300",Hotel
256541,508 West Diversey Parkway,508 West Diversey Parkway,Multifamily Housing
256542,5525 W Diversey Avenue,5525 W Diversey Avenue,Multifamily Housing
256543,Three Sixty West Condos,360 W Erie St.,Multifamily Housing
256544,One Bennett Park,451 E Grand Ave,Multifamily Housing
256545,The Hoxton,200 N Green St,Hotel
256547,Central States,8647 West Higgins Road,Office
256548,Old Town Park 2,202 W Hill St,Multifamily Housing
256549,287 Chicago River North IL H2S,110 W Huron St,Hotel
256550,NEMA Chicago,1200 South Indiana Ave,Multifamily Housing
256553,Lincoln Common A2,2335 N Lincoln,Multifamily Housing
256554,Lincoln Common A1,2345 N Lincoln,Multifamily Housing
256555,Lincoln Common D,2350 N Lincoln,Office
256556,,727 W Madison St,Multifamily Housing
256557,1407 on Michigan (on042),1407 S Michigan Ave # 100,Multifamily Housing
256558,Arrive Michigan Avenue,1326 South Michigan Avenue,Multifamily Housing
256559,Kleo,5504 S. Michigan Ave.,Multifamily Housing
256560,AM1980 (am028),1980 N Milwaukee Ave,Multifamily Housing
256561,2031-37 N Milwaukee LLC,2025 N Milwaukee,Multifamily Housing
256563,1323 W Morse,1323 W Morse Ave,Multifamily Housing
256564,La Casa Norte,3527-3533 W North Ave,Multifamily Housing
256566,Twelve01West,176 N. Racine,Office
256569,McCrory Senior Housing,1659 W. Washington Boulevard,Multifamily Housing
256570,900 West Condo (900 W Washington Blvd),900 W Washington Blvd,Multifamily Housing
256573,Wolf Point East,313 W Wolf Point Plaza,Multifamily Housing
256574,Dore,7134 W 65th St,K-12 School
256607,Broadway 6145 Master Associates LLC,6149 N Broadway,Multifamily Housing
256614,Block 37 (Retail),108 North State Street,Enclosed Mall
256615,MarOuee at Block 37,25 West Randolph St.,Multifamily Housing
256616,Grand & Orleans,330 W. Grand Avenue,Multifamily Housing
256630,The Residences at Eight East Huron (gh23),8 E Huron St,Multifamily Housing
256634,The Burnham at Woodlawn Park,6134 S. Cottage Grove Avenue,Multifamily Housing
256639,619 S LaSalle,619 S Lasalle St,Multifamily Housing
256640,,1251 S. Michigan Avenue,Multifamily Housing
256645,Coeval 2,1419 S Wabash Ave,Multifamily Housing
256653,Diversey Square Associates II,3212 West Diversey Ave,Multifamily Housing
256655,The Oliver on LaSalle - lv048,1140 N La Salle St,Multifamily Housing
256658,Midpointe Apartments,4050 West 115th Street,Multifamily Housing
256660,Oakwood Shores 2B,3859 S. Vincennes Avenue,Multifamily Housing
256663,630 N. Franklin Condominium Association,630 N Franklin St,Multifamily Housing
256667,Oakwood Court,6547-69 N Harlem Avenue,Multifamily Housing
256668,900-10 W Winona,900-10 W Winona St,Multifamily Housing
256669,Francisco,4011 N Franicsco Ave,Multifamily Housing
256670,,1 S Leavitt Street,Multifamily Housing
256671,Chantico Lofts,1061 W 16th Street,Multifamily Housing
256672,River Walk Townhomes,2903-2923 N Claremont Ave,Multifamily Housing
256673,Harding Court,4845-4859 N Harding,Multifamily Housing
256674,Cityview Lofts,1259 N Wood Street,Multifamily Housing
256675,Signature Lofts,1750 N Wolcott Avenue,Multifamily Housing
256676,Union Row,560-648 W 16th Street,Multifamily Housing
256677,1143 S Plymouth Court,1143 S Pllymouth Court,Multifamily Housing
256678,Hale Lofts,14 N Peoria Street,Multifamily Housing
256679,Hawthorne Point,1511-1525 W Cullom Ave,Multifamily Housing
256680,Old Town Village East,1205-1255 N Orleans Court,Multifamily Housing
256709,Rosenwald Hall,1101-11 East 58th Street,Office
256727,1214 W. Jackson Blvd,1220 W. Jackson Blvd,Multifamily Housing
256728,Alta Grand Central (lt027),221 W Harrison St,Multifamily Housing
256729,Richardson,6018 S Karlov Ave,K-12 School
256730,Sadlowski,3930 E 105th St,K-12 School
256731,Lee,6448 S Tripp Ave,K-12 School
256732,Oriole Park,5424 N Oketo Ave,K-12 School
256733,Byrne,5329 S Oak Park Ave,K-12 School
256734,Burroughs,3542 S Washtenaw Ave,K-12 School
256735,Everett McKinley Dirksen Elementary School,8601 W Foster Avenue,K-12 School
256736,Addams,10810 S Ave H,K-12 School
256737,Edward Everett Elementary School,3419 S Bell Avenue,K-12 School
256745,Taft HS - Freshmen Academy,4071 N Oak Park Avenue,K-12 School
256746,Englewood Stem HS,6835 S Normal Blvd,K-12 School
256761,Renelle on the River (403 N Wabash Ave ),403 N Wabash Ave,Multifamily Housing
256766,,1802 S STATE ST,Multifamily Housing
256769,The Hampdens,2773 N Hampden Ct,Multifamily Housing
256776,SABLE AT NAVY PIER CURIO COLLECTION,900 E Grand Ave,Hotel
256777,Union West Apartments,939 W WASHINGTON BLVD,Multifamily Housing
256779,Taylor Street Library Apartments,1346 W Taylor St,Multifamily Housing
256780,Norweta Apartments - 2611 N Hermitage,2611 North Hermitage Ave,Multifamily Housing
256781,754 S Wabash,754 S Wabash,College/University
256782,110 North Wacker Drive - Bank of America Tower,110 N. Wacker Drive,Office
256783,5252,5252 S Cornell Ave,Multifamily Housing
256784,450 W Belmont (wb008),450 W Belmont,Multifamily Housing
256788,Hyatt House Chicago West Loop Fulton Market,105 North May St.,Hotel
256789,Independence Apartments,4022 N Elston,Multifamily Housing
256790,1550 North Clark Condo (1550 N Clark St ),1550 N Clark St,Multifamily Housing
256792,,845 W MADISON ST,Multifamily Housing
256793,,4346 N HONORE ST,Multifamily Housing
256794,Montclare Senior Residences of Englewood,6332 S. Green Street,Multifamily Housing
256795,Motif on Belden,2845 W Belden Avenue,Multifamily Housing
256796,,1555 N ASHLAND AVE,Hotel
256797,,1135 W SHERIDAN RD,Multifamily Housing
256799,Coeval - CO (cv013),51 E 14th St,Multifamily Housing
256802,Upshore Chapter (up005),4555 N Sheridan Rd,Multifamily Housing
256803,1502 N Ainslie LLC,4914 N CLARK ST,Multifamily Housing
256805,Northtown Apartments,2410 W Pratt,Multifamily Housing
256808,Milieu Apartments,205 South Peoria Street,Multifamily Housing
256809,North+Vine,633 W North Ave,Multifamily Housing
256810,Montclare Senior Residences of Calumet Heights,9401 S Stony Island,Multifamily Housing
256811,David Rubenstein Forum,1201 East 60th Street,Convention Center
256812,Woodlawn - University of Chicago,1156 E 61st Street,Multifamily Housing
256815,Logan - (lg058),2522 N Milwaukee Ave,Multifamily Housing
256816,Edens Collection,4601-4715 W. Foster Avenue,Strip Mall
256817,4400 Grove Apartments - North Bldg,4424 Cottage Grove,Multifamily Housing
256818,4400 Grove Apartments - South Bldg,4434 Cottage Grove,Multifamily Housing
256819,,100 South State Street,Office
256827,Wildwood,6950 N Hiawatha Ave,K-12 School
256829,Superior House,366 W Superior St.,Multifamily Housing
256831,Aspire,2111 S. Wabash,Multifamily Housing
256834,1375 Fulton,1375 W Fulton,Office
256835,Trailhead,1744 N Western Ave,Multifamily Housing
256836,1440 N Dayton Street,1440 N Dayton Street,Office
256837,2150 S Canalport Avenue,2150 S Canalport Avenue,Office
256838,,5841 S. Maryland Ave MC0985,Hospital (General Medical & Surgical)
256844,1308 N Elston Avenue,1308 N Elston,Mixed Use Property
256845,Ambassador Nursing & Rehabilitation Center,4900 North Bernard St,Senior Living Community
256847,,2071 N Southport Avenue,Office
256857,MAYNARD AT ELAINE PLACE - CLK,3426 N Elaine Place,Multifamily Housing
256874,Imprint -CO (mp041),717 S Clark St,Multifamily Housing
256876,CH2,1432 S. Clinton St,Data Center
256877,167 N. Green,167 N. Green St.,Office
256879,2755 N Milwaukee Avenue,2755 N Milwaukee Avenue,Multifamily Housing
256880,OneChicago,23 W Chicago Ave,Multifamily Housing
256882,Alcove Condominium,1648 W Division St,Multifamily Housing
256883,Onni Grand LP,369 W. Grand Ave.,Multifamily Housing
256885,Westerly - CO (ws320),740 N Aberdeen St,Multifamily Housing
256886,215 N Peoria St,215 N Peoria St,Office
256888,318 N. Carpenter,318 N. Carpenter,Office
256890,Cascade,455 East Waterside Drive,Multifamily Housing
256891,,104 S LAFLIN ST,Multifamily Housing
256892,335 Schiller LLC,343 W Schiller St,Multifamily Housing
256893,Cirrus Condominium (211 N Harbor Dr ),211 N Harbor Dr,Multifamily Housing
256894,Old Town Park - Phase 3,228 W Hill Sr,Multifamily Housing
256897,Steppenwolf Theatre Company Liz and Eric Lefkofsky Arts and Education Center,1646 N. Halsted St.,Performing Arts
256898,RUMC - Rubschlager Building,1520 W. Harrison Street,Medical Office
256900,320 N Sangamon,320 North Sangamon,Office
256904,Southbridge 9 Master Owner LLC,2344 S State St,Multifamily Housing
256953,Parkside of Old Town Phase III Midrise,532 W Hobbie 551 W Elm 531 W Elm,Multifamily Housing
256954,Wrigleyville Lofts,949 W. Dakin Street,Multifamily Housing
256955,"Fletcher Lofts, LLC",3141 N Sheffield Ave.,Multifamily Housing
256956,Michigan Ave Suites LLC,320 N Michigan Ave,Multifamily Housing
256959,,849 W Ohio Street,Multifamily Housing
256960,,1922 W Ogden Ave,Multifamily Housing
256961,,1201 N Clark,Multifamily Housing
256962,30 East (st522),30 E Balbo Ave,Multifamily Housing
256964,Poe,10538 S Langley Ave,K-12 School
256965,Dever,3436 N Osceola Ave,K-12 School
256966,Daniel C. Beard Elementary School,6445 W Strong St,K-12 School
256968,,4124-4132 N Kedvale Avenue,Multifamily Housing
256997,ZoeLife 400 Aberdeen LLC,400 N Aberdeen Street,Laboratory
256999,Arrive South Loop,1935 South Wabash Ave,Multifamily Housing
257000,"A&M 445 WEST ERIE, LLC",445 West Erie,Office
257001,Webster SOuare Condominiums,540 W Webster,Multifamily Housing
257024,Evo Union Park (wr034),1454 W Randolph St,Multifamily Housing
257026,"8747 W. BRYN MAWR CONDOMINIUM ASSOCIATION, INC.",8747 W Bryn Mawr Ave,Multifamily Housing
257027,Bryn Mawr Place 1 Condominium Association,8711 W Bryn Mawr Ave,Multifamily Housing
257029,AMLI 808,808 N Wells St,Multifamily Housing
257030,Canal Crossing Condominiums,2322 S Canal St,Multifamily Housing
257032,Optima Lakeview,3460 N Broadway St,Multifamily Housing
257033,"8727 W. BRYN MAWR CONDOMINIUM ASSOCIATION, INC.",8727 W Bryn Mawr Ave,Multifamily Housing
257034,,9101 S Euclid Ave,K-12 School
257035,,2929 W 83rd St,K-12 School
257043,43 Green Phase I (gr635),4308 S Calument Ave,Multifamily Housing
257044,Sentral Michigan Avenue (ss009),808 S Michigan Ave,Multifamily Housing
257046,1400 Wabash (wa129),1400 S Wabash Ave,Multifamily Housing
257149,345 North Morgan,345 N Morgan St,Office
257151,Linea Apartments (ln257),215 W Lake St,Multifamily Housing
257153,Roosevelt Collection (rs314),1135 S Delano Ct E,Mixed Use Property
257154,4144 N Sheridan,4144 N Sheridan,Multifamily Housing
257161,320 South Canal,320 South Canal Street,Office
257167,306 W Erie,306 W Erie St,Office
257173,24 East Washington Street,24 East Washington Street,Office
257174,"1547 CSR-Chicago Wells, LLC",725 S. Wells,Data Center
257175,Binny's (1132 S Jefferson St),1132 S Jefferson St,Retail Store
257178,CHCHIL76_IB00100009489/O10170/4533 W ROSCOE ST/CHICAGO/IL,4533 W Roscoe St,Office
257179,CHCXILCW_IB00100005568/OB8292/2011 W HASTINGS ST/CHICAGO/IL,2011 W Hastings St,Office
257180,905 Fulton Market,905 W Fulton Street,Office
257182,The Jackson at Woodlawn Park,6230 South Cottage Grove Avenue,Multifamily Housing
257183,Greenwood Park Apartments,1023 East 47th St,Multifamily Housing
257185,Levy House,1221 W Sherwin Avenue,Multifamily Housing
257186,Uptown Preservation Apartments,4431 N. Clifton,Multifamily Housing
257188,Archer Senior,2928 S Archer Avenue,Multifamily Housing
257189,Hazel Winthrop,852-854 W. Sunnyside,Multifamily Housing
257191,Emmett Street,2614 N Emmett Street,Multifamily Housing
257193,Sor Juana,4034 W 56th St,K-12 School
260008,2731-2739 N Milwaukee Ave,2731-2739 N Milwaukee Ave,Multifamily Housing
260025,Autumn Green at Wright Campus,4239 N. Oak Park Ave,Senior Living Community
260029,Blackstone Court LLC,5724-5734 S. Blackstone Ave.,Multifamily Housing
260032,AlgonOuin #3,1616 E. 50th Street,Multifamily Housing
260034,AlgonOuin #5,1617 E. 50th Street,Multifamily Housing
260037,5222 S Drexel,5222 S Drexel Avenue,Multifamily Housing
260042,Arrive Streeterville,333 E Ontario Street,Multifamily Housing
260051,3710 N PINE GROVE LLC,3710 N Pine Grove Ave,Multifamily Housing
260054,South Park Plaza,2600  S KING DR,Multifamily Housing
260060,2300 N Commonwealth,2300 N Commonwealth Ave,Multifamily Housing
260073,Friendly Towers,920 W. Wilson,Multifamily Housing
260074,236-Senior Suites of Rainbow Beach,2804 E. 77th Place,Senior Living Community
260077,The Renaissance,901 W. Argyle Ave.,Multifamily Housing
260078,Auburn Commons,1626 W 87th St,Multifamily Housing
260086,Museum Walk Apartments,5541 S. Everett,Multifamily Housing
260088,231-Senior Suites-Garfield Ridge,5839 S. Harlem Avenue,Senior Living Community
260091,,5550 5556 S DORCHESTER AVE,Multifamily Housing
260093,5514 Blackstone Ave,5514 S. Blackstone Ave,Multifamily Housing
260101,,4747 S DR MARTIN LUTHER KING JR DR,Multifamily Housing
260104,Courtyard on the Boulevard Condominium Association,5101-5113 S. Ingleside Ave.,Multifamily Housing
260116,,3812  S MICHIGAN AVE,Multifamily Housing
260118,440 W Barry LLC,440 W Barry Ave,Multifamily Housing
260123,Innisbrook IV Condominium Association,5355-71 N Delphia,Multifamily Housing
260127,The Gage Commericial Condominium Building,18-28 S. Michigan Avenue,College/University
260129,Plumbers Local 130 UA,1340 W Washington Boulevard,Office
