Address,Coordinates
540 N State St,"{'latitude': 41.8920655, 'longitude': -87.6282444}"
180 N LaSalle St,"{'latitude': 41.8854872, 'longitude': -87.63290579999999}"
4747 S Bishop St,"{'latitude': 41.8076119, 'longitude': -87.6609987}"
17 23 N WABASH AVE,"{'latitude': 41.8827437, 'longitude': -87.6258769}"
567 W Lake St,"{'latitude': 41.8855449, 'longitude': -87.6425198}"
5650  N KENMORE AVE,"{'latitude': 41.9852965, 'longitude': -87.6569347}"
3030 N BROADWAY,"{'latitude': 41.9372007, 'longitude': -87.6448465}"
7320 7332 N DAMEN AVE,"{'latitude': 42.0150397, 'longitude': -87.68070999999999}"
450 W BELMONT AVE,"{'latitude': 41.9404546, 'longitude': -87.6416225}"
8 W Root St,"{'latitude': 41.8195592, 'longitude': -87.6267633}"
1852 S Albany Ave,"{'latitude': 41.8559674, 'longitude': -87.7030444}"
3440 S Dearborn Street,"{'latitude': 41.8322447, 'longitude': -87.6283504}"
16  N MORGAN ST,"{'latitude': 41.8822378, 'longitude': -87.65230729999999}"
12339 S Normal Ave,"{'latitude': 41.66940170000001, 'longitude': -87.6339711}"
1001  W MADISON ST,"{'latitude': 41.8814368, 'longitude': -87.6523831}"
350 W Hubbard St,"{'latitude': 41.8901291, 'longitude': -87.6375698}"
500 514 S LARAMIE AVE,"{'latitude': 41.8732465, 'longitude': -87.75497349999999}"
1957 N FAIRFIELD AVE,"{'latitude': 41.9172289, 'longitude': -87.69581319999999}"
4501 W North Ave,"{'latitude': 41.9070708, 'longitude': -87.7385079}"
4101  S CALUMET AVE,"{'latitude': 41.81986879999999, 'longitude': -87.618093}"
744  N CLARK ST,"{'latitude': 41.8962147, 'longitude': -87.6315898}"
2315  W LEMOYNE ST,"{'latitude': 41.9083119, 'longitude': -87.6852399}"
1111 E 60th St,"{'latitude': 41.7851673, 'longitude': -87.59858659999999}"
336 W WELLINGTON AVE,"{'latitude': 41.9368633, 'longitude': -87.6384521}"
3720  W ARMITAGE AVE,"{'latitude': 41.9174852, 'longitude': -87.7202318}"
800 S Wells St,"{'latitude': 41.87163899999999, 'longitude': -87.63407939999999}"
2912 2914 N COMMONWEALTH AVE,"{'latitude': 41.9349239, 'longitude': -87.6382957}"
505 N GREEN ST,"{'latitude': 41.8914027, 'longitude': -87.64864}"
1609 W Chicago Ave,"{'latitude': 41.8958945, 'longitude': -87.6677685}"
1120 N LaSalle St,"{'latitude': 41.9024782, 'longitude': -87.63324159999999}"
215 W Washington St,"{'latitude': 41.8828584, 'longitude': -87.63415789999999}"
2221 S LAWNDALE ST,"{'latitude': 41.8510448, 'longitude': -87.7170344}"
176 W WASHINGTON ST,"{'latitude': 41.8834418, 'longitude': -87.6333317}"
221 W Hubbard St,"{'latitude': 41.8898649, 'longitude': -87.6349471}"
444  W SAINT JAMES PL,"{'latitude': 41.9283933, 'longitude': -87.6408862}"
224 N Desplaines St,"{'latitude': 41.8865584, 'longitude': -87.64513050000001}"
205 E Randolph St,"{'latitude': 41.8838834, 'longitude': -87.6218691}"
1339  N DEARBORN ST,"{'latitude': 41.9070858, 'longitude': -87.6296244}"
6200 N HIAWATHA AVE,"{'latitude': 41.9936476, 'longitude': -87.7501886}"
838 N Noble St,"{'latitude': 41.8975312, 'longitude': -87.6632817}"
225 N Columbus Dr,"{'latitude': 41.8864623, 'longitude': -87.6201026}"
2250 N Latrobe Ave,"{'latitude': 41.9219419, 'longitude': -87.7574965}"
6430 N Kenmore Ave,"{'latitude': 41.999064, 'longitude': -87.6570686}"
619 645 E WOODLAND PARK,"{'latitude': 41.8318656, 'longitude': -87.6092388}"
2233 W Division St,"{'latitude': 41.9026995, 'longitude': -87.68361449999999}"
1400  S INDIANA AVE,"{'latitude': 41.8639204, 'longitude': -87.6229171}"
400 E 41st St,"{'latitude': 41.8207193, 'longitude': -87.6161387}"
1616 S Spaulding Ave,"{'latitude': 41.8581675, 'longitude': -87.70811410000002}"
565 W Adams St,"{'latitude': 41.8788582, 'longitude': -87.6423118}"
2722 S King Dr,"{'latitude': 41.8437322, 'longitude': -87.6182232}"
766 778 W JACKSON BLVD,"{'latitude': 41.8781488, 'longitude': -87.6469118}"
5025 N Paulina St,"{'latitude': 41.9732053, 'longitude': -87.6708136}"
130 N Garland Ct,"{'latitude': 41.8841055, 'longitude': -87.625965}"
8430 W Bryn Mawr Ave,"{'latitude': 41.9832715, 'longitude': -87.839715}"
840 846 W Ainslie St,"{'latitude': 41.9718181, 'longitude': -87.65207900000001}"
1133 N Dearborn St,"{'latitude': 41.9027842, 'longitude': -87.6296666}"
4572  N MILWAUKEE AVE,"{'latitude': 41.96403249999999, 'longitude': -87.75792080000001}"
670 W Wayman St,"{'latitude': 41.887525, 'longitude': -87.6454396}"
9400 S Ashland Ave,"{'latitude': 41.723135, 'longitude': -87.66321339999999}"
2900 N Lake Shore Dr,"{'latitude': 41.9402301, 'longitude': -87.6394533}"
168 N Michigan ave,"{'latitude': 41.8851695, 'longitude': -87.6248217}"
163 W 87th St,"{'latitude': 41.7360382, 'longitude': -87.62911629999999}"
3711  S VINCENNES AVE,"{'latitude': 41.8270617, 'longitude': -87.61146769999999}"
9811 S Lowe Ave,"{'latitude': 41.7157173, 'longitude': -87.6389208}"
24 W Walton St,"{'latitude': 41.9002924, 'longitude': -87.6290504}"
859 W Erie St,"{'latitude': 41.8930209, 'longitude': -87.6500619}"
3500 N Kimball Ave,"{'latitude': 41.9442304, 'longitude': -87.71372099999999}"
727 W Madison St,"{'latitude': 41.8813226, 'longitude': -87.64705029999999}"
4940  S EASTEND AVE,"{'latitude': 41.8049466, 'longitude': -87.58580599999999}"
1815 W Monroe St,"{'latitude': 41.8796284, 'longitude': -87.672151}"
233  E ONTARIO ST,"{'latitude': 41.8931152, 'longitude': -87.62144029999999}"
2325 N Clifton Ave,"{'latitude': 41.9242097, 'longitude': -87.65658309999999}"
5440 N Cumberland Ave,"{'latitude': 41.9778366, 'longitude': -87.83742389999999}"
4541  N SHERIDAN RD,"{'latitude': 41.9649322, 'longitude': -87.6542003}"
333 W Hubbard St,"{'latitude': 41.88983810000001, 'longitude': -87.6361774}"
1825 W WEBSTER AVE,"{'latitude': 41.9211363, 'longitude': -87.67393550000001}"
710 N Fairbanks Ct,"{'latitude': 41.8953184, 'longitude': -87.6208745}"
307 S Sangamon St,"{'latitude': 41.8776049, 'longitude': -87.65056659999999}"
4900 N Marine Dr,"{'latitude': 41.9719278, 'longitude': -87.65122009999999}"
2400 N Lakeview Ave,"{'latitude': 41.9258647, 'longitude': -87.6394416}"
3235 N Leclaire Ave,"{'latitude': 41.93958689999999, 'longitude': -87.7532676}"
210 214 W VANBUREN ST,"{'latitude': 41.8770304, 'longitude': -87.63435729999999}"
5042 S Artesian Ave,"{'latitude': 41.8016679, 'longitude': -87.6858734}"
233 S Wacker Dr,"{'latitude': 41.8788731, 'longitude': -87.6359114}"
3014 W 39th Place,"{'latitude': 41.8221491, 'longitude': -87.70024579999999}"
150 S Wacker Dr,"{'latitude': 41.8795165, 'longitude': -87.6373369}"
820 S Michigan Ave,"{'latitude': 41.8710963, 'longitude': -87.6249236}"
465 W CERMAK RD,"{'latitude': 41.85229409999999, 'longitude': -87.6398129}"
2911 W 47Th St,"{'latitude': 41.8076606, 'longitude': -87.697469}"
6 W HUBBARD ST,"{'latitude': 41.8903537, 'longitude': -87.62827419999999}"
2550 2558 S WABASH AVE,"{'latitude': 41.8457312, 'longitude': -87.6256757}"
10 S LaSalle St,"{'latitude': 41.881609, 'longitude': -87.6327511}"
1341 N Paulina St,"{'latitude': 41.9064522, 'longitude': -87.66874949999999}"
3250 W Adams St,"{'latitude': 41.8790699, 'longitude': -87.70656199999999}"
5110  S DR MARTIN LUTHER KING JR DR,"{'latitude': 41.8015846, 'longitude': -87.61709499999999}"
243 E Ontario St,"{'latitude': 41.8931603, 'longitude': -87.62118099999999}"
5514 5524 S BLACKSTONE AVE,"{'latitude': 41.79436219999999, 'longitude': -87.5906908}"
1250 W Van Buren St,"{'latitude': 41.876724, 'longitude': -87.6591895}"
2233 S Kedzie Ave,"{'latitude': 41.8504934, 'longitude': -87.7048686}"
47 W Polk St,"{'latitude': 41.8717634, 'longitude': -87.6290483}"
820 W LAWRENCE AVE,"{'latitude': 41.9693801, 'longitude': -87.6509573}"
900 W Wilson Ave,"{'latitude': 41.9659984, 'longitude': -87.6521911}"
10 W 35th Street,"{'latitude': 41.8307855, 'longitude': -87.62733569999999}"
223 W Erie St,"{'latitude': 41.8937621, 'longitude': -87.6353733}"
3919  W FOSTER AVE,"{'latitude': 41.9749557, 'longitude': -87.7265309}"
20 N Michigan Ave,"{'latitude': 41.8826882, 'longitude': -87.6248537}"
4520 S Kedzie Ave,"{'latitude': 41.8109493, 'longitude': -87.7044634}"
5148 N KEDZIE AVE,"{'latitude': 41.975276, 'longitude': -87.70893579999999}"
4640 S Lamon Ave,"{'latitude': 41.8084651, 'longitude': -87.7461148}"
6930 6950 S SOUTH SHORE DR,"{'latitude': 41.768307, 'longitude': -87.56701699999999}"
5330 W Berteau Ave,"{'latitude': 41.9572419, 'longitude': -87.7611112}"
1500 W Belmont Ave,"{'latitude': 41.9400002, 'longitude': -87.66656259999999}"
646 W 71st St,"{'latitude': 41.765495, 'longitude': -87.64136719999999}"
20 W Kinzie St,"{'latitude': 41.8893547, 'longitude': -87.6285831}"
1209 W ALBION AVE,"{'latitude': 42.0024346, 'longitude': -87.6611412}"
1540  N STATE PKWY,"{'latitude': 41.91067959999999, 'longitude': -87.6292459}"
1400 N Lake Shore Dr,"{'latitude': 41.9080851, 'longitude': -87.6264149}"
2018 2040 W FARWELL AVE,"{'latitude': 42.00667079999999, 'longitude': -87.6824674}"
6350 S Stewart St,"{'latitude': 41.778598, 'longitude': -87.63537269999999}"
900 910 912 W Lake St & 212 N Peoria St,"{'latitude': 41.8857589, 'longitude': -87.6500985}"
280 S Columbus Dr,"{'latitude': 41.8792087, 'longitude': -87.621152}"
2649 E 75th St,"{'latitude': 41.75898979999999, 'longitude': -87.5594386}"
75 E Wacker Dr,"{'latitude': 41.8876294, 'longitude': -87.62551309999999}"
5235 N Ravenswood Ave,"{'latitude': 41.9774284, 'longitude': -87.67421709999999}"
1225 N Wells St,"{'latitude': 41.9046252, 'longitude': -87.6343263}"
835 N Rush St,"{'latitude': 41.8976959, 'longitude': -87.6258908}"
4900 S Lake Shore Dr,"{'latitude': 41.8056103, 'longitude': -87.5855587}"
1000 E 53RD ST,"{'latitude': 41.7996551, 'longitude': -87.6011664}"
1516 N STATE PKWY,"{'latitude': 41.9099528, 'longitude': -87.6291686}"
3545 W Fulton St,"{'latitude': 41.8859125, 'longitude': -87.7153374}"
2829 S CALIFORNIA BLVD,"{'latitude': 41.84057139999999, 'longitude': -87.69311619999999}"
5541  S EVERETT AVE,"{'latitude': 41.7941209, 'longitude': -87.5821311}"
4554  S DREXEL BLVD,"{'latitude': 41.8115608, 'longitude': -87.604799}"
5225 N Oak Park Ave,"{'latitude': 41.9762615, 'longitude': -87.79592989999999}"
1055 W CATALPA AVE,"{'latitude': 41.9815943, 'longitude': -87.6575833}"
6545 W Hurlbut St,"{'latitude': 41.9855793, 'longitude': -87.79169470000001}"
220 W Illinois St,"{'latitude': 41.8909942, 'longitude': -87.63487339999999}"
436 446 W DIVERSEY PKWY,"{'latitude': 41.933049, 'longitude': -87.641205}"
202 W Hill Street,"{'latitude': 41.9023752, 'longitude': -87.63479600000001}"
500 - 510 N Dearborn St,"{'latitude': 41.8912937, 'longitude': -87.62989900000001}"
4120  S INDIANA AVE,"{'latitude': 41.81979279999999, 'longitude': -87.62196349999999}"
2300 2320 N COMMONWEALTH AVE,"{'latitude': 41.9244858, 'longitude': -87.63851009999999}"
1345 S Wabash Ave,"{'latitude': 41.8644434, 'longitude': -87.62525880000001}"
730 E 103rd St,"{'latitude': 41.7079004, 'longitude': -87.6053434}"
214 N Lavergne Ave,"{'latitude': 41.8850607, 'longitude': -87.75071899999999}"
7500  S SOUTH SHORE DR,"{'latitude': 41.76040520000001, 'longitude': -87.5572512}"
311 W Monroe,"{'latitude': 41.8804452, 'longitude': -87.63581409999999}"
61 67 E HARRISON ST,"{'latitude': 41.8744339, 'longitude': -87.6251487}"
73  E ELM ST,"{'latitude': 41.9029066, 'longitude': -87.626004}"
6315 S Claremont Ave,"{'latitude': 41.7781908, 'longitude': -87.6816709}"
4816 4828 S Dorchester Ave,"{'latitude': 41.8072417, 'longitude': -87.5923723}"
3333 N MARSHFIELD AVE,"{'latitude': 41.9424725, 'longitude': -87.6698365}"
28 E Jackson Blvd,"{'latitude': 41.8783654, 'longitude': -87.62648949999999}"
815 W 63rd St,"{'latitude': 41.7795312, 'longitude': -87.64552139999999}"
3434 S Michigan Ave,"{'latitude': 41.8315894, 'longitude': -87.623751}"
201 217 E 16TH ST,"{'latitude': 41.860026, 'longitude': -87.621775}"
2500 W Bradley Pl,"{'latitude': 41.9501539, 'longitude': -87.69231769999999}"
5039 N Kimball Ave,"{'latitude': 41.9728572, 'longitude': -87.71264339999999}"
4945 S Cottage Grove Ave,"{'latitude': 41.80453230000001, 'longitude': -87.6060184}"
420  W WRIGHTWOOD AVE,"{'latitude': 41.9313243, 'longitude': -87.64034509999999}"
30 E Hubbard St,"{'latitude': 41.890338, 'longitude': -87.6275592}"
4600 S Hermitage Ave,"{'latitude': 41.8100434, 'longitude': -87.6689857}"
7914 7932 S WABASH AVE,"{'latitude': 41.7500663, 'longitude': -87.62371089999999}"
2901 S King Dr,"{'latitude': 41.8414387, 'longitude': -87.6165559}"
444 N Michigan Ave,"{'latitude': 41.8907059, 'longitude': -87.6246913}"
3850  W BRYN MAWR AVE,"{'latitude': 41.9837135, 'longitude': -87.72550439999999}"
15 23 N ABERDEEN ST,"{'latitude': 41.8823339, 'longitude': -87.6541202}"
1533 W.Warren Blvd,"{'latitude': 41.8821424, 'longitude': -87.66651329999999}"
700 W Van Buren,"{'latitude': 41.8769207, 'longitude': -87.6442776}"
1325 N WELLS ST,"{'latitude': 41.9065115, 'longitude': -87.6341937}"
426 432 W BRIAR PL,"{'latitude': 41.9389287, 'longitude': -87.64091049999999}"
300 E Superior Street,"{'latitude': 41.89614599999999, 'longitude': -87.6200303}"
546 550 W ARLINGTON PL,"{'latitude': 41.9270568, 'longitude': -87.6431589}"
5555 N CUMBERLAND AVE,"{'latitude': 41.9807692, 'longitude': -87.8356732}"
101 E Erie,"{'latitude': 41.893894, 'longitude': -87.6251557}"
250 E 111th St,"{'latitude': 41.6941813, 'longitude': -87.6158923}"
901 903 S Ashland Ave,"{'latitude': 41.8702457, 'longitude': -87.6660893}"
5410 S St Louis Ave,"{'latitude': 41.79485589999999, 'longitude': -87.71095869999999}"
1616  E 50TH PL,"{'latitude': 41.8036232, 'longitude': -87.5856493}"
512 S Lavergne Ave,"{'latitude': 41.8736194, 'longitude': -87.7499158}"
420 N Wabash Ave,"{'latitude': 41.88984019999999, 'longitude': -87.6269033}"
909 W WASHINGTON BLVD,"{'latitude': 41.8829038, 'longitude': -87.6501323}"
2128-40 N Kedzie,"{'latitude': 41.9201577, 'longitude': -87.7073714}"
24  S MORGAN ST,"{'latitude': 41.880967, 'longitude': -87.6525303}"
5670 W Lake St,"{'latitude': 41.8883094, 'longitude': -87.7668183}"
2101 E 71ST ST,"{'latitude': 41.7650648, 'longitude': -87.5742808}"
4336 4344 S DREXEL BLVD,"{'latitude': 41.8155158, 'longitude': -87.6054796}"
2828 N Clark St,"{'latitude': 41.9333925, 'longitude': -87.64554299999999}"
3255 S Dearborn Street,"{'latitude': 41.8350782, 'longitude': -87.6277008}"
324  N JEFFERSON ST,"{'latitude': 41.8876375, 'longitude': -87.64305689999999}"
1440  S WABASH AVE,"{'latitude': 41.8629058, 'longitude': -87.6260112}"
6801 6813 N SHERIDAN RD,"{'latitude': 42.00598799999999, 'longitude': -87.660775}"
2336  N COMMONWEALTH AVE,"{'latitude': 41.9248069, 'longitude': -87.638291}"
1005 E 60th St,"{'latitude': 41.7854002, 'longitude': -87.60028299999999}"
55 E Monroe St,"{'latitude': 41.8806344, 'longitude': -87.6257799}"
820 W Belle Plaine Ave,"{'latitude': 41.957764, 'longitude': -87.6509579}"
2138 S Indiana Ave,"{'latitude': 41.8531368, 'longitude': -87.6226167}"
363 W Erie St,"{'latitude': 41.893662, 'longitude': -87.6383026}"
1 - 15 E Oak St,"{'latitude': 41.90041919999999, 'longitude': -87.627662}"
1060 E  41st St,"{'latitude': 41.8205029, 'longitude': -87.6005335}"
600 W Chicago,"{'latitude': 41.8822456, 'longitude': -87.64167379999999}"
7435 W Talcott Ave,"{'latitude': 41.9874835, 'longitude': -87.81238189999999}"
437  E 60TH ST,"{'latitude': 41.7855671, 'longitude': -87.61412709999999}"
1746 S Miller St,"{'latitude': 41.8585992, 'longitude': -87.6525049}"
7510 - 7578 N Western Ave,"{'latitude': 42.01924530000001, 'longitude': -87.6905039}"
4825  S DREXEL BLVD,"{'latitude': 41.8069469, 'longitude': -87.6034238}"
2437 E 106th St,"{'latitude': 41.7025543, 'longitude': -87.5642105}"
127 W Huron St,"{'latitude': 41.8944983, 'longitude': -87.6319398}"
4651  N GREENVIEW AVE,"{'latitude': 41.96675800000001, 'longitude': -87.66752729999999}"
642 W Deming Pl,"{'latitude': 41.9282768, 'longitude': -87.6460601}"
925 E 130th St,"{'latitude': 41.659906, 'longitude': -87.59454260000001}"
544  W MELROSE ST,"{'latitude': 41.9413846, 'longitude': -87.643737}"
2753 W North Ave,"{'latitude': 41.9100525, 'longitude': -87.696649}"
8600 W Bryn Mawr Ave,"{'latitude': 41.9829722, 'longitude': -87.84196879999999}"
530  W ARLINGTON PL,"{'latitude': 41.9268506, 'longitude': -87.64259109999999}"
6121 S Hermitage Ave,"{'latitude': 41.782469, 'longitude': -87.6670828}"
4815 S Karlov Ave,"{'latitude': 41.8054472, 'longitude': -87.7255508}"
840 S CANAL ST,"{'latitude': 41.8709616, 'longitude': -87.6396343}"
1800 W LAWRENCE AVE,"{'latitude': 41.9690637, 'longitude': -87.6749869}"
720 726 W RANDOLPH ST,"{'latitude': 41.884089, 'longitude': -87.646936}"
5235 S Harper Ct,"{'latitude': 41.7999551, 'longitude': -87.5880348}"
333 E Benton PL,"{'latitude': 41.8852691, 'longitude': -87.6184837}"
1250 N DEARBORN ST,"{'latitude': 41.905353, 'longitude': -87.6304342}"
16 E PEARSON ST,"{'latitude': 41.8977312, 'longitude': -87.6276478}"
3601 3613 S WELLS ST,"{'latitude': 41.8286939, 'longitude': -87.6322641}"
515 N Clark St,"{'latitude': 41.8914002, 'longitude': -87.63082539999999}"
3730 N Laramie Ave,"{'latitude': 41.9491072, 'longitude': -87.7574289}"
1411 E 53Rd St,"{'latitude': 41.7992845, 'longitude': -87.5911969}"
1145 W Wilson Ave,"{'latitude': 41.9635523, 'longitude': -87.6579611}"
4432 4444 W WEST END AVE,"{'latitude': 41.8835736, 'longitude': -87.7372913}"
1400 S Lake Shore Dr,"{'latitude': 41.8662166, 'longitude': -87.6169853}"
6006 S Peoria St,"{'latitude': 41.7845987, 'longitude': -87.6477079}"
221  E 121ST PL,"{'latitude': 41.6732775, 'longitude': -87.61659379999999}"
1313 E 60th St,"{'latitude': 41.78584559999999, 'longitude': -87.5928071}"
6450 S Lowe Ave,"{'latitude': 41.7765492, 'longitude': -87.6415407}"
60 E Monroe St,"{'latitude': 41.8809978, 'longitude': -87.62565649999999}"
3001 S MICHIGAN AVE,"{'latitude': 41.84007039999999, 'longitude': -87.6225328}"
2555 N Clark St,"{'latitude': 41.929697, 'longitude': -87.64215779999999}"
310 S Michigan Ave,"{'latitude': 41.8778361, 'longitude': -87.62462529999999}"
79 W Monroe St,"{'latitude': 41.88057879999999, 'longitude': -87.6306532}"
220 E Chicago Ave,"{'latitude': 41.8971824, 'longitude': -87.621029}"
11730 S Marshfield Ave,"{'latitude': 41.6802421, 'longitude': -87.66460000000001}"
7424 S Morgan St,"{'latitude': 41.7589946, 'longitude': -87.6494037}"
303 E Superior Street,"{'latitude': 41.8954479, 'longitude': -87.6196398}"
6010 S Throop St,"{'latitude': 41.7845498, 'longitude': -87.6574045}"
26 N Halsted St,"{'latitude': 41.88277, 'longitude': -87.6477829}"
3447 3457 W FOSTER AVE,"{'latitude': 41.97553, 'longitude': -87.71576100000001}"
601 S LaSalle St,"{'latitude': 41.8742682, 'longitude': -87.6314507}"
314 W Superior St,"{'latitude': 41.8957992, 'longitude': -87.63660159999999}"
7150 S Cyril Ct,"{'latitude': 41.7646685, 'longitude': -87.5772291}"
209 S LaSalle St,"{'latitude': 41.8790297, 'longitude': -87.6317487}"
2740  W ARMITAGE AVE,"{'latitude': 41.9177344, 'longitude': -87.6964163}"
2148 N Long Ave,"{'latitude': 41.9193851, 'longitude': -87.761876}"
1609 - 1641 N LaSalle St,"{'latitude': 41.912373, 'longitude': -87.632881}"
901 W Jackson Blvd,"{'latitude': 41.87765419999999, 'longitude': -87.6499173}"
46 64 W Hubbard St,"{'latitude': 41.8901821, 'longitude': -87.6304249}"
6543 S Champlain Ave,"{'latitude': 41.7759579, 'longitude': -87.6090724}"
2700 S California Ave,"{'latitude': 41.8751227, 'longitude': -87.6938615}"
1501 N Oakley Blvd,"{'latitude': 41.90909, 'longitude': -87.6843081}"
6800 S Stewart Ave,"{'latitude': 41.77088819999999, 'longitude': -87.6327472}"
200  W GRAND AVE,"{'latitude': 41.8918775, 'longitude': -87.6344475}"
540  W SURF ST,"{'latitude': 41.93439540000001, 'longitude': -87.6431198}"
1940 W 18th St,"{'latitude': 41.8579735, 'longitude': -87.675151}"
441  W OAKDALE AVE,"{'latitude': 41.9353413, 'longitude': -87.6411382}"
228 S Wabash Ave,"{'latitude': 41.8786628, 'longitude': -87.6263862}"
3900 W Peterson Ave,"{'latitude': 41.9908609, 'longitude': -87.727417}"
150  W SUPERIOR ST,"{'latitude': 41.89573, 'longitude': -87.6329449}"
735 N State St,"{'latitude': 41.8959712, 'longitude': -87.6276376}"
8331 S Stewart Ave,"{'latitude': 41.7402379, 'longitude': -87.6329824}"
